nombre,tipo,telefono,rating_actual,reviews_count,reviews_4_estrellas,rating_potencial,impacto_estimado,top_topic_1,top_topic_2,top_topic_3,mensaje,url_gmb,place_id,address,enviado,respondio,agendo_call,hizo_call,trial,notas
La Nueva Recoleta Panadería - Café,cafeterias,+5491148214001,4.1,974,194,4.5,+44%,bill (65),brunch (58),cafe con leche (40),"Hola, analicé tus 974 reviews con IA:

Lo que más destacan de La Nueva Recoleta Panadería - Café:
→ 65 bill ⭐
→ 58 brunch
→ 40 cafe con leche

Tenés 190+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.1★ a 4.2★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",,ChIJu5joP4XKvJUR9XxkMG6-T4M,"Charcas 2902, C1425BMJ Cdad. Autónoma de Buenos Aires",False,,,,,
Maricafé - Café • Bar & LGBT BookStore,cafeterias,+5491122777434,4.2,962,192,4.6000000000000005,+45%,pudding (48),rainbow cake (45),letter (29),"Hola, analicé tus 962 reviews con IA:

Lo que más destacan de Maricafé - Café • Bar & LGBT BookStore:
→ 48 pudding ⭐
→ 45 rainbow cake
→ 29 letter

Tenés 190+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.2★ a 4.3★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",http://maricafe.com.ar/,ChIJ-5gPkmLLvJURnsZ1EtFlaNM,"Honduras 4096, C1180 Cdad. Autónoma de Buenos Aires",False,,,,,
La Tolva,cafeterias,+5491148265777,4.2,928,185,4.6000000000000005,+45%,tostadas (36),rico (26),bar (21),"Hola, analicé tus 928 reviews con IA:

Lo que más destacan de La Tolva:
→ 36 tostadas ⭐
→ 26 rico
→ 21 bar

Tenés 180+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.2★ a 4.3★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",,ChIJ2UYccoTKvJURXkRRXZ73tUQ,"Güemes 3199, C1425 BKE, Cdad. Autónoma de Buenos Aires",False,,,,,
La Tolva,bares,+5491148265777,4.2,928,185,4.6000000000000005,+45%,tostadas (36),rico (26),bar (21),"Hola, analicé tus 928 reviews con IA:

Lo que más destacan de La Tolva:
→ 36 tostadas ⭐
→ 26 rico
→ 21 bar

Tenés 180+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.2★ a 4.3★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",,ChIJ2UYccoTKvJURXkRRXZ73tUQ,"Güemes 3199, C1425 BKE, Cdad. Autónoma de Buenos Aires",False,,,,,
Club Cultural Matienzo,bares,+5491128372102,4.1,913,182,4.5,+44%,floor (30),terrace (22),bathroom (19),"Hola, analicé tus 913 reviews con IA:

Lo que más destacan de Club Cultural Matienzo:
→ 30 floor ⭐
→ 22 terrace
→ 19 bathroom

Tenés 180+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.1★ a 4.2★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",http://www.ccmatienzo.com.ar/,ChIJU7cbTnrKvJURnqmP5zAI5Uo,"Av. Juan Bautista Justo 2959, C1414CXF Villa Crespo, Cdad. Autónoma de Buenos Aires",False,,,,,
Burro Beer - Roti & Craft,bares,+5491136001427,4.1,911,182,4.5,+44%,potatoes (21),pizza (13),setting (12),"Hola, analicé tus 911 reviews con IA:

Lo que más destacan de Burro Beer - Roti & Craft:
→ 21 potatoes ⭐
→ 13 pizza
→ 12 setting

Tenés 180+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.1★ a 4.2★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",,ChIJs9Jzov3LvJURWWSPkTEhNsU,"Peña 2831, C1425 Cdad. Autónoma de Buenos Aires",False,,,,,
Le Blé Arredondo,cafeterias,+5491169308253,4.1,906,181,4.5,+44%,brunch (117),mug (80),wealth (47),"Hola, analicé tus 906 reviews con IA:

Lo que más destacan de Le Blé Arredondo:
→ 117 brunch ⭐
→ 80 mug
→ 47 wealth

Tenés 180+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.1★ a 4.2★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",http://www.leble.com.ar/,ChIJ3Z9C68-1vJURCN2hRtVKz7Q,"Virrey Arredondo 2306, C1426DZD Cdad. Autónoma de Buenos Aires",False,,,,,
SANTOS BAR,bares,+5491128576209,4.0,903,180,4.4,+44%,setting (34),gin and tonic (25),wealth (19),"Hola, analicé tus 903 reviews con IA:

Lo que más destacan de SANTOS BAR:
→ 34 setting ⭐
→ 25 gin and tonic
→ 19 wealth

Tenés 180+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4★ a 4.1★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",http://www.santosbar.com.ar/,ChIJb2zude21vJURsUAFdiP0zpw,"Cnel. Niceto Vega 5924, C1414 Cdad. Autónoma de Buenos Aires",False,,,,,
Le Pain Quotidien,cafeterias,+5491147735280,4.4,902,180,4.6000000000000005,+20%,brunch (178),croissant (68),bakery (63),"Hola, analicé tus 902 reviews con IA:

Lo que más destacan de Le Pain Quotidien:
→ 178 brunch ⭐
→ 68 croissant
→ 63 bakery

Tenés 180+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.4★ a 4.5★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",https://lepainquotidien.com/ar/stores/nicaragua?utm_source=gmb&utm_medium=business-listing,ChIJ5T0uR-S1vJURxwpoZmJER3E,"Nicaragua 6002, C1414 Cdad. Autónoma de Buenos Aires",False,,,,,
PICAS Palermo,bares,+5491131621112,4.4,888,177,4.6000000000000005,+20%,cerveza (55),tragos (37),social club buena birra (20),"Hola, analicé tus 888 reviews con IA:

Lo que más destacan de PICAS Palermo:
→ 55 cerveza ⭐
→ 37 tragos
→ 20 social club buena birra

Tenés 170+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.4★ a 4.5★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",,ChIJez1TLH61vJURvpXNUup-hko,"Gorriti 3972, C1172 Cdad. Autónoma de Buenos Aires",False,,,,,
ORNO Cantina,bares,+5491141952117,4.3,884,176,4.7,+44%,neapolitan pizza (53),empanadas (51),socca (49),"Hola, analicé tus 884 reviews con IA:

Lo que más destacan de ORNO Cantina:
→ 53 neapolitan pizza ⭐
→ 51 empanadas
→ 49 socca

Tenés 170+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.3★ a 4.4★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",http://ornopizzeria.com/,ChIJhQCBJUq1vJURSM8pEx4htow,"Guatemala 4701 PB, C1425 Cdad. Autónoma de Buenos Aires",False,,,,,
Tequila Club,bares,+5491154529583,4.2,882,176,4.6000000000000005,+45%,light (34),door (16),interior (16),"Hola, analicé tus 882 reviews con IA:

Lo que más destacan de Tequila Club:
→ 34 light ⭐
→ 16 door
→ 16 interior

Tenés 170+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.2★ a 4.3★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",https://www.tequilaclub.com.ar/,ChIJeaHkT020vJUR7iwsPrh6Ywo,"Av. Costanera Rafael Obligado 6211, C1428 Cdad. Autónoma de Buenos Aires",False,,,,,
Dos Escudos,bares,+5491139861892,4.3,878,175,4.7,+44%,table (110),cafe con leche (53),patisserie (43),"Hola, analicé tus 878 reviews con IA:

Lo que más destacan de Dos Escudos:
→ 110 table ⭐
→ 53 cafe con leche
→ 43 patisserie

Tenés 170+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.3★ a 4.4★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",https://instagram.com/confiteria.dosescudos?utm_medium=copy_link,ChIJ2f4ZVZi1vJURKUh2nOXIWa8,"Pje. San Benito de Palermo 1695, C1426 Cdad. Autónoma de Buenos Aires",False,,,,,
La Espuma de los Días,bares,+5491153471666,4.3,874,174,4.7,+44%,cerveza (111),empanadas (75),social club buena birra (36),"Hola, analicé tus 874 reviews con IA:

Lo que más destacan de La Espuma de los Días:
→ 111 cerveza ⭐
→ 75 empanadas
→ 36 social club buena birra

Tenés 170+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.3★ a 4.4★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",https://www.facebook.com/barlaespumadelosdias/,ChIJRx9U04S1vJURQJp6Wzyx_K0,"Uriarte 1689, C1414 Cdad. Autónoma de Buenos Aires",False,,,,,
Caffé del Doge Argentina Belgrano,cafeterias,+5491163651014,4.3,855,171,4.7,+44%,cortado (91),wealth (31),toast (31),"Hola, analicé tus 855 reviews con IA:

Lo que más destacan de Caffé del Doge Argentina Belgrano:
→ 91 cortado ⭐
→ 31 wealth
→ 31 toast

Tenés 170+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.3★ a 4.4★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",http://www.caffedeldoge.com.ar/,ChIJQ-YHPSq0vJURAv-ah75WpAs,"Manuel Ugarte 2384, C1428 BSJ, Cdad. Autónoma de Buenos Aires",False,,,,,
La mía vita restaurante,bares,+5491124002346,4.4,845,169,4.6000000000000005,+20%,letter (24),degustation (20),still life (15),"Hola, analicé tus 845 reviews con IA:

Lo que más destacan de La mía vita restaurante:
→ 24 letter ⭐
→ 20 degustation
→ 15 still life

Tenés 160+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.4★ a 4.5★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",,ChIJcV2qX3i1vJURNYijNwv3bfc,"República de la India 2843, C1824 Cdad. Autónoma de Buenos Aires",False,,,,,
Havanna,cafeterias,+5491145516552,4.1,815,163,4.5,+44%,table (80),alfajor (28),wealth (27),"Hola, analicé tus 815 reviews con IA:

Lo que más destacan de Havanna:
→ 80 table ⭐
→ 28 alfajor
→ 27 wealth

Tenés 160+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.1★ a 4.2★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",http://www.havanna.com.ar/,ChIJUbaLHei1vJUR6klN7fD-WF8,"Pedro, Conde 802, C1426AYR Buenos Aires",False,,,,,
Compañía de Chocolates,cafeterias,+5491168492971,4.2,803,160,4.6000000000000005,+45%,ice cream (60),bonbons (38),wealth (30),"Hola, analicé tus 803 reviews con IA:

Lo que más destacan de Compañía de Chocolates:
→ 60 ice cream ⭐
→ 38 bonbons
→ 30 wealth

Tenés 160+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.2★ a 4.3★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",http://www.companiadechocolates.com/,ChIJayBmdHu1vJURWdz5ZsBlg24,"Juan Francisco Seguí 3551, C1425ACA Cdad. Autónoma de Buenos Aires",False,,,,,
Bracia Bakery,cafeterias,+5491139083388,4.6,780,156,4.8,+19%,medialunas (58),pasticceria (21),pudding (20),"Hola, analicé tus 780 reviews con IA:

Lo que más destacan de Bracia Bakery:
→ 58 medialunas ⭐
→ 21 pasticceria
→ 20 pudding

Tenés 150+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.6★ a 4.7★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",,ChIJq_EtUy20vJURadNatkNHgjI,"Mendoza 1810, C1428DKD Cdad. Autónoma de Buenos Aires",False,,,,,
Caffeine,cafeterias,+5491148964735,4.3,774,154,4.7,+44%,table (88),brunch (76),precio (53),"Hola, analicé tus 774 reviews con IA:

Lo que más destacan de Caffeine:
→ 88 table ⭐
→ 76 brunch
→ 53 precio

Tenés 150+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.3★ a 4.4★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",https://www.facebook.com/caffeineoficial/,ChIJYcbiidW1vJURklw4nRVr9lI,"Conesa 2199, C1428 Cdad. Autónoma de Buenos Aires",False,,,,,
Forrest Gump,cafeterias,+5491147721490,4.0,773,154,4.4,+44%,precio (97),pizza (24),photography (22),"Hola, analicé tus 773 reviews con IA:

Lo que más destacan de Forrest Gump:
→ 97 precio ⭐
→ 24 pizza
→ 22 photography

Tenés 150+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4★ a 4.1★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",,ChIJQwwIvMa1vJURGQl3TGu_oFs,"Av. Federico Lacroze 2393, C1426 CPI, Cdad. Autónoma de Buenos Aires",False,,,,,
Forrest Gump,bares,+5491147721490,4.0,773,154,4.4,+44%,precio (97),pizza (24),photography (22),"Hola, analicé tus 773 reviews con IA:

Lo que más destacan de Forrest Gump:
→ 97 precio ⭐
→ 24 pizza
→ 22 photography

Tenés 150+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4★ a 4.1★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",,ChIJQwwIvMa1vJURGQl3TGu_oFs,"Av. Federico Lacroze 2393, C1426 CPI, Cdad. Autónoma de Buenos Aires",False,,,,,
Café Gutierrez,cafeterias,+5491170973307,4.1,767,153,4.5,+44%,pudding (43),chipa (40),box (32),"Hola, analicé tus 767 reviews con IA:

Lo que más destacan de Café Gutierrez:
→ 43 pudding ⭐
→ 40 chipa
→ 32 box

Tenés 150+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.1★ a 4.2★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",https://instagram.com/cafe_gutierrez?utm_medium=copy_link,ChIJ00kVA4vLvJUR4zC47jMWt-o,"Juan María Gutiérrez 2637 C1425AQC, C1425AQC Cdad. Autónoma de Buenos Aires",False,,,,,
Cafeto 2020,cafeterias,+5491130878934,4.4,749,149,4.6000000000000005,+20%,croissant (52),wealth (25),environment (19),"Hola, analicé tus 749 reviews con IA:

Lo que más destacan de Cafeto 2020:
→ 52 croissant ⭐
→ 25 wealth
→ 19 environment

Tenés 140+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.4★ a 4.5★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",https://instagram.com/cafeto2020?igshid=14y8i8kbegmxq,ChIJxZAU_2u1vJUR0xxN96yS_wI,"Av. Corrientes 6699, C1427 Cdad. Autónoma de Buenos Aires",False,,,,,
Ainara Helados Veganos,cafeterias,+5491157344751,4.7,745,149,4.8,+0%,wealth (64),taste (55),dulce de leche (43),"Hola, analicé tus 745 reviews con IA:

Lo que más destacan de Ainara Helados Veganos:
→ 64 wealth ⭐
→ 55 taste
→ 43 dulce de leche

Tenés 140+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.7★ a 4.8★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",http://www.ainara.com.ar/,ChIJUR18_iK1vJURxK90JJihgNY,"Charcas 4987, C1425 Cdad. Autónoma de Buenos Aires",False,,,,,
OSA NEGRA,cafeterias,+5491138692274,4.0,744,148,4.4,+44%,gluten free (31),pasticceria (23),avocado toast (18),"Hola, analicé tus 744 reviews con IA:

Lo que más destacan de OSA NEGRA:
→ 31 gluten free ⭐
→ 23 pasticceria
→ 18 avocado toast

Tenés 140+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4★ a 4.1★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",https://www.instagram.com/osanegraba/,ChIJYYS9G-e1vJURyR2mw7lJGC0,"Iberá 2108, C1428 Cdad. Autónoma de Buenos Aires",False,,,,,
OSA NEGRA,bares,+5491138692274,4.0,744,148,4.4,+44%,gluten free (31),pasticceria (23),avocado toast (18),"Hola, analicé tus 744 reviews con IA:

Lo que más destacan de OSA NEGRA:
→ 31 gluten free ⭐
→ 23 pasticceria
→ 18 avocado toast

Tenés 140+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4★ a 4.1★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",https://www.instagram.com/osanegraba/,ChIJYYS9G-e1vJURyR2mw7lJGC0,"Iberá 2108, C1428 Cdad. Autónoma de Buenos Aires",False,,,,,
LA GARAGE,cafeterias,+5491180291515,4.7,738,147,4.8,+0%,hojaldre (77),budín (61),sabores (26),"Hola, analicé tus 738 reviews con IA:

Lo que más destacan de LA GARAGE:
→ 77 hojaldre ⭐
→ 61 budín
→ 26 sabores

Tenés 140+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.7★ a 4.8★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",https://menu.fu.do/lagarage/qr-menu,ChIJXa-DyUm1vJURp-oe-kjnF5U,"Arévalo 2253, C1425 Cdad. Autónoma de Buenos Aires",False,,,,,
Crisol Palermo,cafeterias,+5491134713594,4.7,730,146,4.8,+0%,brunch (71),croissant (30),environment (24),"Hola, analicé tus 730 reviews con IA:

Lo que más destacan de Crisol Palermo:
→ 71 brunch ⭐
→ 30 croissant
→ 24 environment

Tenés 140+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.7★ a 4.8★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",https://www.instagram.com/siemprecrisol,ChIJP2gAAgDLvJURVxUf5d51c0A,"Güemes 3702, C1425BKR C1425BKR, Cdad. Autónoma de Buenos Aires",False,,,,,
El Galpón de Tacuara Palermo,bares,+5491133841890,4.2,706,141,4.6000000000000005,+45%,waves (22),birthday (16),brewery (11),"Hola, analicé tus 706 reviews con IA:

Lo que más destacan de El Galpón de Tacuara Palermo:
→ 22 waves ⭐
→ 16 birthday
→ 11 brewery

Tenés 140+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.2★ a 4.3★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",http://www.elgalpondetacuara.com/,ChIJrxv7UuG1vJURLjMaahOx6QI,"Honduras 5560, C1414 Cdad. Autónoma de Buenos Aires",False,,,,,
La Luna Café Bar,bares,+54948579584,4.3,705,141,4.7,+44%,precio (82),croissant (23),accessible (16),"Hola, analicé tus 705 reviews con IA:

Lo que más destacan de La Luna Café Bar:
→ 82 precio ⭐
→ 23 croissant
→ 16 accessible

Tenés 140+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.3★ a 4.4★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",https://www.instagram.com/barlaluna1930,ChIJRw0S_AzKvJURLV-Ukum6gSQ,"Warnes 402, C1414AAR AAR, Cdad. Autónoma de Buenos Aires",False,,,,,
CASA - Café de Especialidad,bares,+5491133346862,4.5,698,139,4.7,+44%,alfajor (51),pasticceria (40),wealth (37),"Hola, analicé tus 698 reviews con IA:

Lo que más destacan de CASA - Café de Especialidad:
→ 51 alfajor ⭐
→ 40 pasticceria
→ 37 wealth

Tenés 130+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.5★ a 4.6★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",https://menu.fu.do/casacafe,ChIJWRm8L7TLvJURJ_HMU-Z_5ME,"Aguirre 509, C1414 Cdad. Autónoma de Buenos Aires",False,,,,,
Bubble Tea House,cafeterias,+5491173671327,4.5,672,134,4.7,+44%,waffle (140),wealth (37),fruit (28),"Hola, analicé tus 672 reviews con IA:

Lo que más destacan de Bubble Tea House:
→ 140 waffle ⭐
→ 37 wealth
→ 28 fruit

Tenés 130+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4.5★ a 4.6★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",,ChIJHUAOwtK1vJURr3AqK1sJ3xA,"Darregueyra 2485, C1425 Cdad. Autónoma de Buenos Aires",False,,,,,
Doha BA Oficial,bares,+5491150990990,4.0,669,133,4.4,+44%,security (23),tray (19),dinner (14),"Hola, analicé tus 669 reviews con IA:

Lo que más destacan de Doha BA Oficial:
→ 23 security ⭐
→ 19 tray
→ 14 dinner

Tenés 130+ reviews de 4★ que podemos convertir a 5★

También te mostramos:
→ Qué dice la gente de tu equipo
→ Cómo estás vs la competencia
→ Cómo generar más reseñas 5 estrellas

85% de los clientes miran reseñas antes de visitar un lugar y si mejoramos tu clasificación de 4★ a 4.1★ podemos lograr hasta un 10% más de clientes en promedio.

Te gustaría tener una llamada así te cuento más?

Saludos! Justo.",http://instagram.com/dohabaoficial,ChIJ6e_U6DC1vJUR1QX8scD8XrM,"Godoy Cruz 2619, C1425 Cdad. Autónoma de Buenos Aires",False,,,,,
